Trade Date,X,Filing Date,Ticker,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value
2021-12-01,D,2021-12-03 18:04:05,NVDA,Huang Jen Hsun,"Pres, CEO",S - Sale+OE,$326.16,"-440,000","84,665,526",-1%,"-$143,510,725"
2021-11-22,,2021-11-23 18:36:17,NVDA,Stevens Mark A,Dir,S - Sale,$342.58,"-58,000","6,311,928",-1%,"-$19,869,647"
2021-11-19,,2021-11-22 19:01:18,NVDA,Seawell A Brooke,Dir,S - Sale,$328.91,-856,"500,860",0%,"-$281,547"
2021-11-19,,2021-11-22 19:04:46,NVDA,Drell Persis,Dir,S - Sale,$326.65,"-10,000","41,200",-20%,"-$3,266,500"
2021-11-19,DM,2021-11-23 18:30:26,NVDA,Burgess Robert K,Dir,S - Sale+OE,$327.78,"-10,164","28,140",-27%,"-$3,331,588"
2021-10-13,D,2021-10-14 17:21:54,NVDA,Burgess Robert K,Dir,S - Sale+OE,$208.68,"-10,000","28,140",-26%,"-$2,086,813"
2021-09-01,D,2021-09-03 16:07:14,NVDA,Huang Jen Hsun,"Pres, CEO",S - Sale+OE,$225.18,"-200,000","85,906,704",0%,"-$45,035,732"
2021-09-01,,2021-09-03 16:36:18,NVDA,Seawell A Brooke,Dir,S - Sale,$224.34,"-20,000","501,716",-4%,"-$4,486,715"
2021-08-24,D,2021-08-26 17:15:18,NVDA,Burgess Robert K,Dir,S - Sale+OE,$218.38,"-20,000","28,140",-42%,"-$4,367,600"
2021-08-20,,2021-08-24 17:45:42,NVDA,Drell Persis,Dir,S - Sale,$203.41,"-10,000","51,200",-16%,"-$2,034,100"
2021-08-02,D,2021-08-04 18:57:52,NVDA,Huang Jen Hsun,"Pres, CEO",S - Sale+OE,$197.14,"-400,000","85,906,704",0%,"-$78,855,904"
2021-07-01,D,2021-07-06 16:35:50,NVDA,Huang Jen Hsun,"Pres, CEO",S - Sale+OE,$808.91,"-100,000","21,476,675",0%,"-$80,890,492"
2021-06-28,,2021-06-29 16:45:35,NVDA,Hudson Dawn E,Dir,S - Sale,$774.24,"-5,750","26,428",-18%,"-$4,451,880"
2021-06-21,,2021-06-21 19:36:08,NVDA,Dabiri John,Dir,S - Sale,$736.60,-34,"1,360",-2%,"-$25,044"
2021-06-16,,2021-06-21 16:06:52,NVDA,Seawell A Brooke,Dir,S - Sale,$706.98,-356,"130,429",0%,"-$251,685"
2021-06-15,D,2021-06-16 18:18:24,NVDA,Burgess Robert K,Dir,S - Sale+OE,$713.22,"-4,000","7,035",-36%,"-$2,852,879"
2021-06-15,,2021-06-17 18:20:13,NVDA,Coxe Tench,Dir,S - Sale,$715.95,"-50,000","1,096,381",-4%,"-$35,797,404"
2021-06-14,,2021-06-15 16:51:11,NVDA,Drell Persis,Dir,S - Sale,$716.47,-800,"15,300",-5%,"-$573,176"
2021-06-01,,2021-06-02 18:08:17,NVDA,Dabiri John,Dir,S - Sale,$651.15,-103,965,-10%,"-$67,069"
2021-05-28,,2021-06-02 18:13:12,NVDA,Puri Ajay K,"EVP, Worldwide Field Ops",S - Sale,$650.27,"-69,707","124,117",-36%,"-$45,328,666"
2021-04-14,DM,2021-04-15 20:05:29,NVDA,Burgess Robert K,Dir,S - Sale+OE,$627.95,"-14,500","6,606",-69%,"-$9,105,295"
2021-04-12,,2021-04-13 16:34:47,NVDA,Drell Persis,Dir,S - Sale,$587.53,"-1,200","15,671",-7%,"-$705,039"
2021-04-05,,2021-04-06 16:55:48,NVDA,Perry Mark L,Dir,S - Sale,$556.58,"-6,104","46,631",-12%,"-$3,397,360"
2021-03-01,D,2021-03-03 16:38:58,NVDA,Huang Jen Hsun,"Pres, CEO",S - Sale+OE,$548.10,"-44,325","21,440,920",0%,"-$24,294,523"
2021-02-26,DM,2021-03-02 18:42:45,NVDA,Burgess Robert K,Dir,S - Sale+OE,$549.06,"-9,500","6,606",-59%,"-$5,216,090"
2021-01-07,,2021-01-08 19:50:07,NVDA,Coxe Tench,Dir,S - Sale,$528.73,-356,"1,216,952",0%,"-$188,226"
2021-01-04,D,2021-01-06 17:44:20,NVDA,Huang Jen Hsun,"Pres, CEO",S - Sale+OE,$529.85,"-100,000","18,694,152",-1%,"-$52,984,969"
2020-12-23,,2020-12-28 17:07:38,NVDA,Dabiri John,Dir,S - Sale,$529.85,-185,"1,068",-15%,"-$98,023"
2020-12-03,,2020-12-07 17:48:15,NVDA,McCaffery Michael G,Dir,S - Sale,$536.99,"-3,927","13,216",-23%,"-$2,108,760"
2020-12-01,D,2020-12-03 17:51:19,NVDA,Huang Jen Hsun,"Pres, CEO",S - Sale+OE,$535.57,"-100,000","21,580,179",0%,"-$53,556,687"
2020-12-01,,2020-12-03 17:53:14,NVDA,Seawell A Brooke,Dir,S - Sale,$540.52,-356,"130,356",0%,"-$192,425"
2020-10-19,,2020-10-21 17:50:42,NVDA,Shoquist Debora,"EVP, Operations",S - Sale,$549.04,"-35,340","81,128",-30%,"-$19,403,068"
2020-10-15,,2020-10-19 16:53:13,NVDA,Shoquist Debora,"EVP, Operations",S - Sale,$556.54,"-16,686","116,468",-13%,"-$9,286,380"
2020-10-02,,2020-10-05 18:18:04,NVDA,Coxe Tench,Dir,S - Sale,$533.30,-629,"1,217,308",0%,"-$335,447"
2020-09-15,DM,2020-09-17 17:59:00,NVDA,Hudson Dawn E,Dir,S - Sale+OE,$517.57,"-48,000","31,749",-60%,"-$24,843,163"
2020-09-15,D,2020-09-17 18:01:06,NVDA,Seawell A Brooke,Dir,S - Sale+OE,$513.77,"-10,000","130,712",-7%,"-$5,137,700"
2020-09-01,D,2020-09-03 18:11:49,NVDA,Huang Jen Hsun,"Pres, CEO",S - Sale+OE,$550.52,"-49,999","22,906,223",0%,"-$27,525,186"
2020-08-17,D,2020-08-19 19:03:21,NVDA,Huang Jen Hsun,"Pres, CEO",S - Sale+OE,$489.84,"-100,000","21,585,428",0%,"-$48,983,742"
2020-07-24,,2020-07-28 20:22:00,NVDA,Puri Ajay K,"EVP, Worldwide Field Ops",S - Sale,$405.60,"-12,692","166,168",-7%,"-$5,147,817"
2020-07-09,,2020-07-13 19:23:50,NVDA,Puri Ajay K,"EVP, Worldwide Field Ops",S - Sale,$416.36,"-6,452","178,860",-3%,"-$2,686,369"
2020-07-02,,2020-07-06 19:17:36,NVDA,Stevens Mark A,Dir,S - Sale,$387.46,"-25,815","1,725,063",-1%,"-$10,002,179"
2020-07-01,D,2020-07-06 19:19:25,NVDA,Huang Jen Hsun,"Pres, CEO",S - Sale+OE,$380.63,"-100,000","22,956,028",0%,"-$38,062,772"
2020-06-24,,2020-06-26 18:17:23,NVDA,Puri Ajay K,"EVP, Worldwide Field Ops",S - Sale,$372.86,"-12,849","185,312",-6%,"-$4,790,835"
2020-06-19,M,2020-06-23 18:08:22,NVDA,Stevens Mark A,Dir,S - Sale,$377.89,"-53,566","1,750,878",-3%,"-$20,242,176"
2020-06-09,,2020-06-11 18:19:22,NVDA,Puri Ajay K,"EVP, Worldwide Field Ops",S - Sale,$360.26,"-13,349","201,170",-6%,"-$4,809,123"
2020-06-01,,2020-06-02 16:05:47,NVDA,Coxe Tench,Dir,S - Sale,$349.08,"-50,000","1,217,225",-4%,"-$17,454,055"
2020-05-27,,2020-05-29 18:26:16,NVDA,Drell Persis,Dir,S - Sale,$322.39,"-1,700","16,159",-10%,"-$548,063"
2020-05-27,,2020-05-29 18:29:14,NVDA,Perry Mark L,Dir,S - Sale,$333.31,"-12,208","52,023",-19%,"-$4,069,049"
2020-05-26,,2020-05-28 19:54:47,NVDA,Seawell A Brooke,Dir,S - Sale,$366.27,-629,"130,000",0%,"-$230,384"
2020-05-26,,2020-05-28 19:57:07,NVDA,Puri Ajay K,"EVP, Worldwide Field Ops",S - Sale,$354.22,"-38,040","147,551",-20%,"-$13,474,723"
2020-05-26,,2020-05-28 19:59:00,NVDA,Puri Ajay K,"EVP, Worldwide Field Ops",S - Sale,$364.97,"-1,078","143,431",-1%,"-$393,442"
2020-04-09,,2020-04-13 16:06:11,NVDA,Stevens Mark A,Dir,S - Sale,$263.87,"-10,000","1,803,732",-1%,"-$2,638,678"
2020-04-06,M,2020-04-08 17:33:31,NVDA,Stevens Mark A,Dir,S - Sale,$264.32,"-100,000","1,813,732",-5%,"-$26,431,600"
2020-03-31,,2020-04-01 17:03:35,NVDA,Gaither James C,Dir,S - Sale,$269.41,"-15,669","88,301",-15%,"-$4,221,352"
2020-03-31,,2020-04-02 19:08:01,NVDA,Stevens Mark A,Dir,S - Sale,$271.76,"-11,125","1,913,732",-1%,"-$3,023,330"
2020-03-16,D,2020-03-17 16:02:42,NVDA,Burgess Robert K,Dir,S - Sale+OE,$222.33,"-20,000","5,894",-77%,"-$4,446,597"
2020-03-02,,2020-03-03 17:07:05,NVDA,Kress Colette,"EVP, CFO",S - Sale,$270.50,"-2,000","143,278",-1%,"-$540,992"
2020-02-24,,2020-02-25 16:05:27,NVDA,Kress Colette,"EVP, CFO",S - Sale,$276.21,"-4,000","145,211",-3%,"-$1,104,841"
2020-02-20,,2020-02-21 16:05:21,NVDA,Drell Persis,Dir,S - Sale,$315.73,-160,"17,859",-1%,"-$50,517"
2020-02-18,,2020-02-20 17:59:44,NVDA,Perry Mark L,Dir,S - Sale,$292.13,"-8,752","64,231",-12%,"-$2,556,747"
2020-02-18,D,2020-02-20 18:00:05,NVDA,Hudson Dawn E,Dir,S - Sale+OE,$290.26,"-35,177","31,037",-53%,"-$10,210,476"
2020-02-18,D,2020-02-20 18:00:24,NVDA,Seawell A Brooke,Dir,S - Sale+OE,$287.91,"-20,000","130,629",-13%,"-$5,758,200"
2020-01-21,,2020-01-22 16:20:56,NVDA,Kress Colette,"EVP, CFO",S - Sale,$248.13,"-6,000","162,189",-4%,"-$1,488,755"
2020-01-06,,2020-01-07 16:37:07,NVDA,Kress Colette,"EVP, CFO",S - Sale,$235.43,"-2,000","168,189",-1%,"-$470,862"
2019-12-23,,2019-12-27 16:02:40,NVDA,Kress Colette,"EVP, CFO",S - Sale,$239.71,"-24,000","170,189",-12%,"-$5,753,079"
2019-12-18,D,2019-12-20 20:17:31,NVDA,Burgess Robert K,Dir,S - Sale+OE,$230.71,"-8,000","5,894",-58%,"-$1,845,703"
2019-12-13,,2019-12-17 16:05:56,NVDA,Seawell A Brooke,Dir,S - Sale,$225.85,-963,"130,629",-1%,"-$217,494"
2019-12-03,M,2019-12-04 19:56:34,NVDA,Burgess Robert K,Dir,S - Sale,$207.36,"-8,000","5,894",-58%,"-$1,658,842"
2019-12-03,D,2019-12-04 19:57:41,NVDA,Hudson Dawn E,Dir,S - Sale+OE,$201.87,"-2,000","31,037",-6%,"-$403,740"
2019-11-26,,2019-11-26 18:31:43,NVDA,Seawell A Brooke,Dir,S - Sale,$220.50,-629,"131,592",0%,"-$138,695"
2019-11-25,,2019-11-26 18:33:26,NVDA,Shoquist Debora,"EVP, Operations",S - Sale,$216.04,"-12,193","149,463",-8%,"-$2,634,185"
2019-11-18,D,2019-11-20 16:58:22,NVDA,Seawell A Brooke,Dir,S - Sale+OE,$212.75,"-20,000","132,221",-13%,"-$4,255,000"
2019-09-19,,2019-09-20 17:28:55,NVDA,Kress Colette,"EVP, CFO",S - Sale,$179.01,"-31,357","196,469",-14%,"-$5,613,204"
2019-09-16,,2019-09-18 17:25:36,NVDA,Drell Persis,Dir,S - Sale,$180.45,-165,"18,019",-1%,"-$29,775"
2019-09-10,,2019-09-12 17:09:26,NVDA,Gaither James C,Dir,S - Sale,$182.37,"-10,000","104,240",-9%,"-$1,823,714"
2019-08-29,,2019-09-04 17:54:00,NVDA,McCaffery Michael G,Dir,S - Sale,$166.00,"-2,361","16,431",-13%,"-$391,931"
2019-08-26,M,2019-08-28 17:33:05,NVDA,McCaffery Michael G,Dir,S - Sale,$165.97,"-15,000","18,792",-44%,"-$2,489,571"
2019-08-22,D,2019-08-26 18:11:50,NVDA,Hudson Dawn E,Dir,S - Sale+OE,$171.73,"-5,000","31,037",-14%,"-$858,671"
2019-08-19,,2019-08-21 17:59:02,NVDA,Drell Persis,Dir,S - Sale,$167.36,"-2,500","18,184",-12%,"-$418,388"
2019-07-15,,2019-07-16 19:27:20,NVDA,Drell Persis,Dir,S - Sale,$166.80,"-2,500","20,684",-11%,"-$416,997"
2019-06-28,,2019-07-01 18:37:45,NVDA,Kress Colette,"EVP, CFO",S - Sale,$164.01,"-2,236","239,710",-1%,"-$366,733"
2023-06-15,,2023-06-20 18:18:17,PLTR,Stat Lauren Elaina Friedman,Dir,S - Sale,$16.38,"-10,595","268,499",-4%,"-$173,595"
2023-06-08,,2023-06-09 21:22:01,PLTR,Moore Alexander D.,Dir,S - Sale,$15.15,"-32,679","1,845,895",-2%,"-$495,123"
2023-06-07,,2023-06-09 21:20:45,PLTR,Planishek Heather A.,See Remarks,S - Sale,$15.50,"-47,275","825,670",-5%,"-$732,740"
2023-06-05,D,2023-06-07 20:10:02,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$15.40,"-325,000","6,432,258",-5%,"-$5,005,488"
2023-05-30,D,2023-06-01 20:42:23,PLTR,Sankar Shyam,See Remarks,S - Sale+OE,$15.00,"-1,031,533","2,063,345",-33%,"-$15,472,995"
2023-05-22,D,2023-05-23 20:35:41,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$11.76,"-408,862","6,432,258",-6%,"-$4,809,975"
2023-05-22,D,2023-05-23 20:42:24,PLTR,Cohen Stephen Andrew,See Remarks,S - Sale+OE,$11.76,"-348,807",592,-100%,"-$4,103,470"
2023-05-22,DM,2023-05-23 20:48:26,PLTR,Sankar Shyam,See Remarks,S - Sale+OE,$11.93,"-319,510","2,303,849",-12%,"-$3,811,372"
2023-05-22,M,2023-05-24 20:12:16,PLTR,Glazer David A.,See Remarks,S - Sale,$11.97,"-376,190","756,724",-33%,"-$4,503,931"
2023-05-22,M,2023-05-24 20:13:53,PLTR,Taylor Ryan D.,See Remarks,S - Sale,$11.95,"-61,845","124,283",-33%,"-$739,174"
2023-05-22,,2023-05-24 20:16:16,PLTR,Planishek Heather A.,See Remarks,S - Sale,$11.76,"-17,362","872,945",-2%,"-$204,252"
2023-05-17,,2023-05-19 17:11:11,PLTR,Taylor Ryan D.,See Remarks,S - Sale,$10.18,"-19,021","186,128",-9%,"-$193,539"
2023-05-17,,2023-05-19 17:18:48,PLTR,Glazer David A.,See Remarks,S - Sale,$10.24,"-141,944","1,132,914",-11%,"-$1,453,790"
2023-05-10,,2023-05-12 19:09:07,PLTR,Glazer David A.,See Remarks,S - Sale,$10.19,"-48,209","1,274,858",-4%,"-$491,100"
2023-05-10,M,2023-05-12 19:12:10,PLTR,Taylor Ryan D.,See Remarks,S - Sale,$10.05,"-23,811","205,149",-10%,"-$239,323"
2023-05-01,,2023-05-03 18:17:48,PLTR,Moore Alexander D.,Dir,S - Sale,$7.74,"-21,900","1,858,152",-1%,"-$169,491"
2023-04-03,,2023-04-05 19:11:20,PLTR,Moore Alexander D.,Dir,S - Sale,$8.35,"-21,900","1,880,052",-1%,"-$182,885"
2023-03-15,,2023-03-17 18:41:18,PLTR,Stat Lauren Elaina Friedman,Dir,S - Sale,$7.85,"-7,000","258,672",-3%,"-$54,950"
2023-03-01,,2023-03-03 17:34:03,PLTR,Moore Alexander D.,Dir,S - Sale,$7.75,"-21,900","1,901,952",-1%,"-$169,725"
2023-02-24,,2023-02-28 18:26:36,PLTR,Sankar Shyam,See Remarks,S - Sale,$8.05,"-50,000","2,451,123",-2%,"-$402,440"
2023-02-22,M,2023-02-24 18:00:50,PLTR,Planishek Heather A.,See Remarks,S - Sale,$8.13,"-14,593","890,307",-2%,"-$118,642"
2023-02-21,DM,2023-02-23 21:50:24,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$8.33,"-434,694","6,432,258",-6%,"-$3,619,120"
2023-02-21,DM,2023-02-23 21:53:13,PLTR,Cohen Stephen Andrew,See Remarks,S - Sale+OE,$8.33,"-371,908",592,-100%,"-$3,096,384"
2023-02-21,DM,2023-02-23 21:54:04,PLTR,Sankar Shyam,See Remarks,S - Sale+OE,$8.33,"-287,467","2,501,123",-10%,"-$2,393,356"
2023-02-21,M,2023-02-23 21:55:00,PLTR,Glazer David A.,See Remarks,S - Sale,$8.33,"-186,037","1,323,067",-12%,"-$1,548,883"
2023-02-21,M,2023-02-23 21:55:59,PLTR,Taylor Ryan D.,See Remarks,S - Sale,$8.33,"-52,566","228,960",-19%,"-$437,647"
2023-02-21,,2023-02-23 21:56:57,PLTR,Buckley Jeffrey,See Remarks,S - Sale,$8.55,"-4,636","334,051",-1%,"-$39,642"
2023-02-15,,2023-02-17 18:18:39,PLTR,Glazer David A.,See Remarks,S - Sale,$9.55,"-210,042","1,509,104",-12%,"-$2,006,909"
2023-02-15,,2023-02-17 18:26:11,PLTR,Taylor Ryan D.,See Remarks,S - Sale,$10.07,"-153,049","281,526",-35%,"-$1,541,311"
2023-01-03,,2023-01-05 18:08:38,PLTR,Stat Lauren Elaina Friedman,Dir,S - Sale,$6.38,"-7,000","265,672",-3%,"-$44,663"
2022-12-06,DM,2022-12-08 20:02:40,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$7.07,"-1,618,796","6,432,258",-20%,"-$11,438,736"
2022-11-25,,2022-11-29 18:00:41,PLTR,Sankar Shyam,See Remarks,S - Sale,$7.24,"-50,000","2,604,911",-2%,"-$362,190"
2022-11-21,M,2022-11-23 18:39:48,PLTR,Buckley Jeffrey,See Remarks,S - Sale,$7.19,"-16,911","338,687",-5%,"-$121,586"
2022-11-21,M,2022-11-23 18:41:14,PLTR,Taylor Ryan D.,See Remarks,S - Sale,$7.19,"-86,415","434,575",-17%,"-$621,303"
2022-11-21,M,2022-11-23 18:43:22,PLTR,Glazer David A.,See Remarks,S - Sale,$7.19,"-96,662","1,719,146",-5%,"-$694,976"
2022-11-21,DM,2022-11-23 18:47:00,PLTR,Sankar Shyam,See Remarks,S - Sale+OE,$7.19,"-278,033","2,654,911",-9%,"-$1,998,989"
2022-11-21,DM,2022-11-23 18:49:27,PLTR,Cohen Stephen Andrew,See Remarks,S - Sale+OE,$7.19,"-358,921",592,-100%,"-$2,580,554"
2022-08-25,,2022-08-29 20:06:18,PLTR,Sankar Shyam,See Remarks,S - Sale,$8.28,"-50,000","2,755,333",-2%,"-$413,790"
2022-08-22,M,2022-08-24 19:55:42,PLTR,Buckley Jeffrey,See Remarks,S - Sale,$8.15,"-12,483","355,598",-3%,"-$101,737"
2022-08-22,M,2022-08-24 19:58:24,PLTR,Taylor Ryan D.,See Remarks,S - Sale,$8.15,"-85,536","520,990",-14%,"-$697,121"
2022-08-22,M,2022-08-24 20:00:57,PLTR,Glazer David A.,See Remarks,S - Sale,$8.15,"-95,676","1,815,808",-5%,"-$779,762"
2022-08-22,DM,2022-08-24 20:03:05,PLTR,Sankar Shyam,See Remarks,S - Sale+OE,$8.15,"-274,777","2,805,333",-9%,"-$2,239,441"
2022-08-22,DM,2022-08-24 20:04:42,PLTR,Cohen Stephen Andrew,See Remarks,S - Sale+OE,$8.15,"-355,298",592,-100%,"-$2,895,689"
2022-08-02,,2022-08-04 16:32:59,PLTR,Glazer David A.,See Remarks,S - Sale,$11.02,"-105,553","1,911,484",-5%,"-$1,163,236"
2022-07-22,D,2022-07-26 19:38:37,PLTR,Sankar Shyam,See Remarks,S - Sale+OE,$9.95,"-125,000","2,904,665",-4%,"-$1,243,475"
2022-07-01,,2022-07-06 16:40:37,PLTR,Moore Alexander D.,Dir,S - Sale,$9.20,"-37,076","1,923,852",-2%,"-$341,081"
2022-06-24,,2022-06-28 18:25:46,PLTR,Buckley Jeffrey,See Remarks,S - Sale,$10.00,"-21,342","368,081",-5%,"-$213,420"
2022-06-24,,2022-06-28 18:27:01,PLTR,Taylor Ryan D.,See Remarks,S - Sale,$10.11,"-77,607","606,526",-11%,"-$784,591"
2022-06-09,,2022-06-09 20:08:39,PLTR,Moore Alexander D.,Dir,S - Sale,$8.89,"-11,377","1,960,928",-1%,"-$101,102"
2022-05-20,M,2022-05-24 21:38:52,PLTR,Buckley Jeffrey,See Remarks,S - Sale,$7.99,"-12,658","389,423",-3%,"-$101,080"
2022-05-20,DM,2022-05-24 21:40:13,PLTR,Cohen Stephen Andrew,See Remarks,S - Sale+OE,$7.99,"-354,493",592,-100%,"-$2,830,788"
2022-05-20,M,2022-05-24 21:41:10,PLTR,Glazer David A.,See Remarks,S - Sale,$7.99,"-95,637","2,017,037",-5%,"-$763,705"
2022-05-20,DM,2022-05-24 21:41:58,PLTR,Sankar Shyam,See Remarks,S - Sale+OE,$7.99,"-274,390","3,018,359",-8%,"-$2,191,129"
2022-05-20,M,2022-05-24 21:42:35,PLTR,Taylor Ryan D.,See Remarks,S - Sale,$7.99,"-84,893","684,133",-11%,"-$677,909"
2022-04-01,,2022-04-05 18:37:56,PLTR,Moore Alexander D.,Dir,S - Sale,$13.75,"-36,500","1,939,626",-2%,"-$501,944"
2022-03-01,,2022-03-03 17:35:48,PLTR,Moore Alexander D.,Dir,S - Sale,$12.02,"-36,500","1,976,126",-2%,"-$438,617"
2022-02-22,DM,2022-02-23 21:21:47,PLTR,Cohen Stephen Andrew,See Remarks,S - Sale+OE,$10.70,"-345,018",592,-100%,"-$3,690,014"
2022-02-22,DM,2022-02-23 21:23:06,PLTR,Sankar Shyam,See Remarks,S - Sale+OE,$10.70,"-266,872","3,117,604",-8%,"-$2,854,232"
2022-02-22,M,2022-02-24 20:15:02,PLTR,Buckley Jeffrey,See Remarks,S - Sale,$10.59,"-34,000","402,081",-8%,"-$359,923"
2022-02-22,M,2022-02-24 20:16:23,PLTR,Glazer David A.,See Remarks,S - Sale,$11.07,"-201,190","2,112,674",-9%,"-$2,227,920"
2022-02-22,M,2022-02-24 20:17:39,PLTR,Taylor Ryan D.,See Remarks,S - Sale,$10.95,"-162,500","769,026",-17%,"-$1,778,766"
2022-02-01,,2022-02-03 18:57:51,PLTR,Moore Alexander D.,Dir,S - Sale,$14.10,"-33,000","2,012,626",-2%,"-$465,214"
2022-01-04,,2022-01-06 19:56:04,PLTR,Moore Alexander D.,Dir,S - Sale,$18.14,"-33,000","2,045,626",-2%,"-$598,778"
2021-12-01,,2021-12-03 20:42:30,PLTR,Moore Alexander D.,Dir,S - Sale,$20.26,"-34,000","2,078,626",-2%,"-$688,977"
2021-11-26,,2021-11-30 20:23:54,PLTR,Taylor Ryan D.,See Remarks,S - Sale,$20.89,"-79,003","931,526",-8%,"-$1,650,072"
2021-11-26,DM,2021-11-30 20:25:52,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$20.82,"-574,834","6,432,258",-8%,"-$11,970,512"
2021-11-22,DM,2021-11-24 21:53:23,PLTR,Cohen Stephen Andrew,See Remarks,S - Sale+OE,$20.66,"-346,826",592,-100%,"-$7,165,205"
2021-11-22,DM,2021-11-24 21:54:08,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$20.66,"-400,166","6,432,258",-6%,"-$8,267,175"
2021-11-22,DM,2021-11-24 21:55:19,PLTR,Sankar Shyam,See Remarks,S - Sale+OE,$20.86,"-585,330","3,214,240",-15%,"-$12,208,774"
2021-11-22,M,2021-11-24 21:56:46,PLTR,Buckley Jeffrey,See Remarks,S - Sale,$20.87,"-136,000","436,081",-24%,"-$2,837,684"
2021-11-22,M,2021-11-24 21:57:30,PLTR,Glazer David A.,See Remarks,S - Sale,$20.86,"-201,190","2,313,864",-8%,"-$4,197,504"
2021-11-22,M,2021-11-24 21:58:00,PLTR,Taylor Ryan D.,See Remarks,S - Sale,$20.66,"-83,497","1,010,529",-8%,"-$1,724,995"
2021-11-16,DM,2021-11-18 21:45:31,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$22.41,"-1,915,887","6,432,258",-23%,"-$42,943,853"
2021-11-11,,2021-11-15 19:58:13,PLTR,Rascoff Spencer M,Dir,S - Sale,$22.86,"-25,000","249,735",-9%,"-$571,420"
2021-11-03,DM,2021-11-05 20:38:49,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$26.11,"-1,915,887","6,432,258",-23%,"-$50,027,554"
2021-11-02,DM,2021-11-04 20:01:41,PLTR,Cohen Stephen Andrew,See Remarks,S - Sale+OE,$26.02,"-150,000",592,-100%,"-$3,903,529"
2021-11-01,,2021-11-03 17:23:41,PLTR,Moore Alexander D.,Dir,S - Sale,$26.29,"-34,000","2,112,626",-2%,"-$893,809"
2021-10-29,D,2021-11-02 17:19:12,PLTR,Glazer David A.,See Remarks,S - Sale+OE,$25.91,"-9,000","2,515,054",0%,"-$233,178"
2021-10-26,DM,2021-10-28 20:06:12,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$25.54,"-1,915,887","6,432,258",-23%,"-$48,932,792"
2021-10-12,DM,2021-10-14 19:07:56,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$24.03,"-1,915,887","6,432,258",-23%,"-$46,031,931"
2021-10-05,D,2021-10-07 16:10:55,PLTR,Cohen Stephen Andrew,See Remarks,S - Sale+OE,$23.32,"-60,000",592,-99%,"-$1,399,416"
2021-10-01,,2021-10-05 19:02:11,PLTR,Moore Alexander D.,Dir,S - Sale,$24.11,"-34,000","2,146,626",-2%,"-$819,805"
2021-09-28,DM,2021-09-30 19:31:06,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$25.01,"-1,915,887","6,432,258",-23%,"-$47,919,282"
2021-09-21,D,2021-09-23 20:02:10,PLTR,Glazer David A.,See Remarks,S - Sale+OE,$26.62,"-72,000","2,515,054",-3%,"-$1,916,787"
2021-09-21,DM,2021-09-23 20:03:14,PLTR,Cohen Stephen Andrew,See Remarks,S - Sale+OE,$28.12,"-281,820",592,-100%,"-$7,924,743"
2021-09-16,DM,2021-09-20 21:01:36,PLTR,Glazer David A.,See Remarks,S - Sale+OE,$27.30,"-27,000","2,515,054",-1%,"-$737,126"
2021-09-07,DM,2021-09-09 20:28:03,PLTR,Cohen Stephen Andrew,See Remarks,S - Sale+OE,$26.51,"-219,545",592,-100%,"-$5,819,898"
2021-09-07,DM,2021-09-09 20:28:58,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$26.04,"-1,915,887","6,432,258",-23%,"-$49,885,844"
2021-09-01,,2021-09-03 20:02:21,PLTR,Moore Alexander D.,Dir,S - Sale,$26.21,"-34,000","2,180,626",-2%,"-$891,086"
2021-08-31,,2021-09-02 20:03:46,PLTR,Rascoff Spencer M,Dir,S - Sale,$26.19,"-100,000","274,735",-27%,"-$2,618,620"
2021-08-25,,2021-08-27 20:15:23,PLTR,Taylor Ryan D.,See Remarks,S - Sale,$24.67,"-79,439","1,094,026",-7%,"-$1,959,621"
2021-08-20,D,2021-08-24 21:02:00,PLTR,Cohen Stephen Andrew,See Remarks,S - Sale+OE,$23.94,"-345,018",592,-100%,"-$8,259,869"
2021-08-20,M,2021-08-24 21:02:43,PLTR,Glazer David A.,See Remarks,S - Sale,$24.32,"-201,190","2,515,054",-7%,"-$4,893,045"
2021-08-20,DM,2021-08-24 21:04:29,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$24.60,"-2,890,887","6,432,258",-31%,"-$71,105,793"
2021-08-20,DM,2021-08-24 21:05:31,PLTR,Sankar Shyam,See Remarks,S - Sale+OE,$24.52,"-585,330","3,424,570",-15%,"-$14,351,207"
2021-08-20,,2021-08-24 21:06:39,PLTR,Taylor Ryan D.,See Remarks,S - Sale,$23.94,"-83,061","1,173,465",-7%,"-$1,988,514"
2021-08-18,D,2021-08-20 18:12:07,PLTR,Glazer David A.,See Remarks,S - Sale+OE,$25.90,"-9,000","2,716,244",0%,"-$233,100"
